"","TrueNeg","FalseNeg","FalsePos","TruePos","Cutoff","sensitivity","specificity","FalsePosRate","PctCorrect"
"128",53,0,115,80,0.00121211981428812,1,0.31547619047619,0.68452380952381,0.536290322580645
"159",52,0,116,80,0.00120160059108094,1,0.30952380952381,0.69047619047619,0.532258064516129
"83",51,0,117,80,0.000822358443446017,1,0.303571428571429,0.696428571428571,0.528225806451613
"179",50,0,118,80,0.000809763343383963,1,0.297619047619048,0.702380952380952,0.524193548387097
"178",49,0,119,80,0.000724712736555016,1,0.291666666666667,0.708333333333333,0.520161290322581
"107",48,0,120,80,0.000618335166645018,1,0.285714285714286,0.714285714285714,0.516129032258065
"124",47,0,121,80,0.000481733785070753,1,0.279761904761905,0.720238095238095,0.512096774193548
"187",46,0,122,80,0.000421261416003736,1,0.273809523809524,0.726190476190476,0.508064516129032
"166",45,0,123,80,0.000402098821072214,1,0.267857142857143,0.732142857142857,0.504032258064516
"138",44,0,124,80,0.000352961388269977,1,0.261904761904762,0.738095238095238,0.5
"133",43,0,125,80,0.000291500886266218,1,0.255952380952381,0.744047619047619,0.495967741935484
"176",42,0,126,80,0.000278355628840344,1,0.25,0.75,0.491935483870968
"169",41,0,127,80,0.000274282422690535,1,0.244047619047619,0.755952380952381,0.487903225806452
"146",40,0,128,80,0.000229130710891502,1,0.238095238095238,0.761904761904762,0.483870967741935
"161",39,0,129,80,0.000211615469648463,1,0.232142857142857,0.767857142857143,0.479838709677419
"139",38,0,130,80,0.000159154504170917,1,0.226190476190476,0.773809523809524,0.475806451612903
"191",37,0,131,80,0.000157413573604703,1,0.220238095238095,0.779761904761905,0.471774193548387
"208",36,0,132,80,0.000144112177536113,1,0.214285714285714,0.785714285714286,0.467741935483871
"190",35,0,133,80,0.000127244723362378,1,0.208333333333333,0.791666666666667,0.463709677419355
"137",34,0,134,80,0.000118888780742001,1,0.202380952380952,0.797619047619048,0.459677419354839
"209",33,0,135,80,0.000109276546740689,1,0.196428571428571,0.803571428571429,0.455645161290323
"114",32,0,136,80,0.000106242002843233,1,0.19047619047619,0.80952380952381,0.451612903225806
"129",31,0,137,80,0.000105593800561212,1,0.18452380952381,0.81547619047619,0.44758064516129
"112",30,0,138,80,9.92170999607531e-05,1,0.178571428571429,0.821428571428571,0.443548387096774
"85",29,0,139,80,8.63636842187372e-05,1,0.172619047619048,0.827380952380952,0.439516129032258
"197",28,0,140,80,7.78455193102079e-05,1,0.166666666666667,0.833333333333333,0.435483870967742
"122",27,0,141,80,4.76014578393059e-05,1,0.160714285714286,0.839285714285714,0.431451612903226
"147",26,0,142,80,4.38319289374355e-05,1,0.154761904761905,0.845238095238095,0.42741935483871
"108",25,0,143,80,2.58183290787309e-05,1,0.148809523809524,0.851190476190476,0.423387096774194
"118",24,0,144,80,2.55400907489808e-05,1,0.142857142857143,0.857142857142857,0.419354838709677
"82",23,0,145,80,2.09808352561908e-05,1,0.136904761904762,0.863095238095238,0.415322580645161
"180",22,0,146,80,1.07150337737882e-05,1,0.130952380952381,0.869047619047619,0.411290322580645
"184",21,0,147,80,9.6717550456251e-06,1,0.125,0.875,0.407258064516129
"73",20,0,148,80,9.06660440735219e-06,1,0.119047619047619,0.880952380952381,0.403225806451613
"81",19,0,149,80,8.63394896698133e-06,1,0.113095238095238,0.886904761904762,0.399193548387097
"115",18,0,150,80,7.21948590421692e-06,1,0.107142857142857,0.892857142857143,0.395161290322581
"68",17,0,151,80,6.91179636938356e-06,1,0.101190476190476,0.898809523809524,0.391129032258065
"164",16,0,152,80,6.61493650976619e-06,1,0.0952380952380952,0.904761904761905,0.387096774193548
"202",15,0,153,80,3.66544831208073e-06,1,0.0892857142857143,0.910714285714286,0.383064516129032
"136",14,0,154,80,1.39502917439064e-06,1,0.0833333333333333,0.916666666666667,0.379032258064516
"163",13,0,155,80,1.21203464157034e-06,1,0.0773809523809524,0.922619047619048,0.375
"123",12,0,156,80,5.63720167111277e-07,1,0.0714285714285714,0.928571428571429,0.370967741935484
"105",11,0,157,80,4.46041263028501e-07,1,0.0654761904761905,0.93452380952381,0.366935483870968
"72",10,0,158,80,2.15814307440009e-07,1,0.0595238095238095,0.94047619047619,0.362903225806452
"206",9,0,159,80,2.05544675265773e-07,1,0.0535714285714286,0.946428571428571,0.358870967741935
"207",8,0,160,80,1.65905320070623e-07,1,0.0476190476190476,0.952380952380952,0.354838709677419
"203",7,0,161,80,1.37265021715925e-07,1,0.0416666666666667,0.958333333333333,0.350806451612903
"77",6,0,162,80,7.96796830671448e-08,1,0.0357142857142857,0.964285714285714,0.346774193548387
"144",5,0,163,80,3.92013805604486e-08,1,0.0297619047619048,0.970238095238095,0.342741935483871
"198",4,0,164,80,1.0395998244227e-08,1,0.0238095238095238,0.976190476190476,0.338709677419355
"193",3,0,165,80,4.34285305793848e-09,1,0.0178571428571429,0.982142857142857,0.334677419354839
"76",2,0,166,80,6.24062201725329e-11,1,0.0119047619047619,0.988095238095238,0.330645161290323
"96",1,0,167,80,1.53769273977956e-11,1,0.00595238095238095,0.994047619047619,0.326612903225806
"116",0,0,168,80,2.22044604925031e-16,1,0,1,0.32258064516129
